state	yr	qtr	index_nsa	index_sa	Warning
OH	2012	4	153.83	154.57	
OH	2013	1	153.66	156.76	
OH	2013	2	162.37	158.87	
OH	2013	3	165.13	160.92	
OH	2013	4	161.89	162.78	
OK	1991	1	100.00	100.00	
OK	1991	2	100.63	100.19	
OK	1991	3	101.50	101.02	
OK	1991	4	102.34	101.55	
OK	1992	1	102.56	102.59	
OK	1992	2	102.89	102.42	
OK	1992	3	103.68	103.16	
OK	1992	4	105.26	104.46	
OK	1993	1	105.63	105.73	
OK	1993	2	107.98	107.43	
OK	1993	3	109.51	108.93	
OK	1993	4	111.47	110.64	
OK	1994	1	111.78	111.97	
OK	1994	2	113.98	113.32	
OK	1994	3	114.24	113.57	
OK	1994	4	115.86	115.08	
OK	1995	1	114.78	115.04	
OK	1995	2	116.51	115.74	
OK	1995	3	118.05	117.33	
OK	1995	4	118.95	118.24	
OK	1996	1	118.88	119.16	
OK	1996	2	121.25	120.41	
OK	1996	3	122.09	121.29	
OK	1996	4	122.34	121.73	
OK	1997	1	122.39	122.62	
OK	1997	2	124.52	123.63	
OK	1997	3	125.18	124.35	
OK	1997	4	125.81	125.26	
OK	1998	1	126.72	126.90	
OK	1998	2	129.52	128.59	
OK	1998	3	130.59	129.70	
OK	1998	4	132.87	132.37	
OK	1999	1	134.05	134.16	
OK	1999	2	135.86	134.90	
OK	1999	3	138.17	137.26	
OK	1999	4	138.68	138.14	
OK	2000	1	139.71	139.81	
OK	2000	2	142.00	141.02	
OK	2000	3	143.24	142.26	
OK	2000	4	144.67	144.13	
OK	2001	1	144.97	145.09	
OK	2001	2	147.63	146.59	
OK	2001	3	149.32	148.28	
OK	2001	4	149.58	149.03	
OK	2002	1	150.82	151.06	
OK	2002	2	152.81	151.63	
OK	2002	3	154.00	152.87	
OK	2002	4	155.88	155.39	
OK	2003	1	155.62	155.97	
OK	2003	2	158.91	157.52	
OK	2003	3	160.50	159.29	
OK	2003	4	161.10	160.67	
OK	2004	1	162.29	162.79	
OK	2004	2	166.14	164.54	
OK	2004	3	165.60	164.24	
OK	2004	4	168.29	167.98	
OK	2005	1	168.47	169.15	
OK	2005	2	173.91	172.06	
OK	2005	3	176.43	174.83	
OK	2005	4	178.04	177.85	
OK	2006	1	179.91	180.86	
OK	2006	2	184.84	182.69	
OK	2006	3	185.71	183.81	
OK	2006	4	186.37	186.34	
OK	2007	1	189.78	191.03	
OK	2007	2	191.67	189.26	
OK	2007	3	195.97	193.79	
OK	2007	4	194.77	194.81	
OK	2008	1	192.02	193.56	
OK	2008	2	196.18	193.60	
OK	2008	3	195.23	192.92	
OK	2008	4	189.19	189.13	
OK	2009	1	190.64	192.47	
OK	2009	2	196.97	194.30	
OK	2009	3	196.57	194.17	
OK	2009	4	194.01	193.83	
OK	2010	1	192.67	194.75	
OK	2010	2	197.25	194.58	
OK	2010	3	195.53	193.06	
OK	2010	4	192.41	192.15	
OK	2011	1	184.45	186.52	
OK	2011	2	195.32	192.69	
OK	2011	3	191.17	188.73	
OK	2011	4	194.04	193.78	
OK	2012	1	190.07	192.18	
OK	2012	2	196.26	193.69	
OK	2012	3	198.89	196.32	
OK	2012	4	199.84	199.59	
OK	2013	1	201.08	203.27	
OK	2013	2	206.94	204.25	
OK	2013	3	207.95	205.21	
OK	2013	4	203.83	203.66	
OR	1991	1	100.00	100.00	
OR	1991	2	102.58	101.93	
OR	1991	3	104.34	103.67	
OR	1991	4	105.51	105.35	
OR	1992	1	108.33	108.32	
OR	1992	2	110.86	110.16	
OR	1992	3	113.39	112.65	
OR	1992	4	115.28	115.14	
OR	1993	1	116.89	116.86	
OR	1993	2	120.37	119.60	
OR	1993	3	123.35	122.54	
OR	1993	4	126.53	126.42	
OR	1994	1	128.86	128.78	
OR	1994	2	133.74	132.88	
OR	1994	3	136.80	135.89	
OR	1994	4	139.26	139.21	
OR	1995	1	142.33	142.22	
OR	1995	2	144.88	143.91	
OR	1995	3	147.57	146.58	
OR	1995	4	148.58	148.61	
OR	1996	1	151.54	151.39	
OR	1996	2	155.58	154.50	
OR	1996	3	157.81	156.71	
OR	1996	4	159.30	159.45	
OR	1997	1	162.72	162.54	
OR	1997	2	164.50	163.30	
OR	1997	3	166.27	165.11	
OR	1997	4	165.90	166.11	
OR	1998	1	165.86	165.67	
OR	1998	2	170.78	169.49	
OR	1998	3	171.87	170.66	
OR	1998	4	171.87	172.09	
OR	1999	1	173.65	173.52	
OR	1999	2	177.24	175.88	
OR	1999	3	177.82	176.55	
OR	1999	4	177.52	177.71	
OR	2000	1	180.24	180.19	
OR	2000	2	181.62	180.23	
OR	2000	3	183.04	181.66	
OR	2000	4	184.30	184.45	
OR	2001	1	186.79	186.83	
OR	2001	2	190.46	189.07	
OR	2001	3	192.95	191.39	
OR	2001	4	193.38	193.43	
OR	2002	1	196.00	196.19	
OR	2002	2	200.43	199.10	
OR	2002	3	204.14	202.29	
OR	2002	4	205.19	205.12	
OR	2003	1	208.51	208.95	
OR	2003	2	214.72	213.41	
OR	2003	3	218.32	216.06	
OR	2003	4	221.90	221.77	
OR	2004	1	226.80	227.59	
OR	2004	2	234.57	233.07	
OR	2004	3	244.19	241.44	
OR	2004	4	250.22	250.07	
OR	2005	1	257.56	258.85	
OR	2005	2	271.63	269.68	
OR	2005	3	288.25	284.78	
OR	2005	4	298.20	298.12	
OR	2006	1	306.84	308.77	
OR	2006	2	321.43	318.81	
OR	2006	3	330.14	325.95	
OR	2006	4	329.00	328.97	
OR	2007	1	335.71	338.42	
OR	2007	2	343.79	340.51	
OR	2007	3	341.27	336.75	
OR	2007	4	333.75	333.80	
OR	2008	1	324.90	328.07	
OR	2008	2	326.49	323.07	
OR	2008	3	318.41	313.93	
OR	2008	4	304.35	304.30	
OR	2009	1	298.07	301.68	
OR	2009	2	291.30	288.00	
OR	2009	3	288.73	284.23	
OR	2009	4	280.94	280.97	
OR	2010	1	271.70	275.56	
OR	2010	2	280.52	277.19	
OR	2010	3	266.46	261.85	
OR	2010	4	255.57	255.70	
OR	2011	1	245.58	249.66	
OR	2011	2	248.12	244.80	
OR	2011	3	252.19	247.52	
OR	2011	4	248.48	248.88	
OR	2012	1	244.23	248.62	
OR	2012	2	256.74	252.96	
OR	2012	3	266.93	261.80	
OR	2012	4	264.46	265.12	
OR	2013	1	271.28	276.44	
OR	2013	2	291.92	287.24	
OR	2013	3	297.36	291.52	
OR	2013	4	298.17	299.23	
PA	1991	1	100.00	100.00	
PA	1991	2	100.05	99.62	
PA	1991	3	100.37	99.88	
PA	1991	4	101.39	100.85	
PA	1992	1	101.80	101.84	
PA	1992	2	102.36	101.90	
PA	1992	3	102.50	101.95	
PA	1992	4	102.98	102.44	
PA	1993	1	102.29	102.42	
PA	1993	2	103.61	103.11	
PA	1993	3	103.96	103.31	
PA	1993	4	104.61	104.12	
PA	1994	1	104.35	104.59	
PA	1994	2	105.27	104.69	
PA	1994	3	106.03	105.28	
PA	1994	4	105.18	104.76	
PA	1995	1	103.82	104.13	
PA	1995	2	105.57	104.91	
PA	1995	3	105.76	104.94	
PA	1995	4	105.50	105.16	
PA	1996	1	105.02	105.37	
PA	1996	2	106.48	105.75	
PA	1996	3	107.15	106.29	
PA	1996	4	106.34	106.08	
PA	1997	1	106.45	106.81	
PA	1997	2	107.49	106.69	
PA	1997	3	107.78	106.92	
PA	1997	4	107.87	107.68	
PA	1998	1	107.70	108.05	
PA	1998	2	110.03	109.15	
PA	1998	3	110.43	109.56	
PA	1998	4	111.20	111.06	
PA	1999	1	111.74	112.08	
PA	1999	2	113.89	112.94	
PA	1999	3	115.32	114.41	
PA	1999	4	115.42	115.30	
PA	2000	1	116.54	116.91	
PA	2000	2	119.45	118.46	
PA	2000	3	120.55	119.54	
PA	2000	4	121.46	121.37	
PA	2001	1	123.04	123.46	
PA	2001	2	126.62	125.58	
PA	2001	3	128.77	127.61	
PA	2001	4	129.61	129.53	
PA	2002	1	131.73	132.23	
PA	2002	2	135.87	134.81	
PA	2002	3	139.02	137.63	
PA	2002	4	141.63	141.58	
PA	2003	1	143.61	144.20	
PA	2003	2	148.37	147.26	
PA	2003	3	152.52	150.88	
PA	2003	4	153.52	153.47	
PA	2004	1	157.02	157.70	
PA	2004	2	163.75	162.58	
PA	2004	3	168.93	167.03	
PA	2004	4	172.36	172.36	
PA	2005	1	174.21	174.95	
PA	2005	2	181.49	180.17	
PA	2005	3	188.19	186.07	
PA	2005	4	190.04	190.09	
PA	2006	1	193.14	193.94	
PA	2006	2	196.49	194.98	
PA	2006	3	199.23	197.06	
PA	2006	4	198.68	198.79	
PA	2007	1	199.70	200.47	
PA	2007	2	203.97	202.29	
PA	2007	3	203.13	201.06	
PA	2007	4	201.46	201.57	
PA	2008	1	199.59	200.39	
PA	2008	2	199.76	197.94	
PA	2008	3	198.01	196.08	
PA	2008	4	192.73	192.89	
PA	2009	1	190.70	191.54	
PA	2009	2	192.75	190.79	
PA	2009	3	192.81	190.95	
PA	2009	4	192.35	192.57	
PA	2010	1	190.85	191.90	
PA	2010	2	191.84	189.65	
PA	2010	3	189.03	187.14	
PA	2010	4	187.93	188.25	
PA	2011	1	182.88	184.08	
PA	2011	2	187.77	185.42	
PA	2011	3	187.45	185.48	
PA	2011	4	182.94	183.35	
PA	2012	1	183.15	184.56	
PA	2012	2	187.68	185.15	
PA	2012	3	187.65	185.57	
PA	2012	4	187.63	188.17	
PA	2013	1	187.56	189.12	
PA	2013	2	195.21	192.45	
PA	2013	3	196.72	194.47	
PA	2013	4	194.43	195.06	
RI	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1991	2	97.50	97.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1991	3	95.71	95.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1991	4	96.81	96.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1992	1	96.30	96.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1992	2	94.38	94.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1992	3	94.87	94.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1992	4	96.51	96.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1993	1	93.42	93.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1993	2	93.42	93.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1993	3	92.95	92.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1993	4	92.81	92.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1994	1	92.47	92.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1994	2	93.81	93.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1994	3	93.04	92.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1994	4	92.03	91.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1995	1	92.19	92.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1995	2	92.41	92.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1995	3	91.71	91.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1995	4	92.31	92.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1996	1	90.82	91.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1996	2	91.70	91.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1996	3	92.17	91.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1996	4	90.54	90.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1997	1	90.98	91.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1997	2	91.94	91.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1997	3	91.85	91.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1997	4	92.94	92.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1998	1	92.85	93.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1998	2	95.78	95.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1998	3	96.91	96.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1998	4	97.89	97.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1999	1	98.93	99.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1999	2	100.84	100.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1999	3	105.23	104.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	1999	4	107.07	106.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2000	1	106.73	107.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2000	2	113.78	113.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2000	3	117.92	116.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2000	4	120.71	120.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2001	1	122.18	123.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2001	2	128.62	128.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2001	3	134.46	133.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2001	4	139.15	138.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2002	1	143.58	145.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2002	2	152.31	151.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2002	3	161.55	159.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2002	4	166.32	166.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2003	1	170.98	172.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2003	2	180.66	180.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2003	3	187.26	185.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2003	4	193.83	193.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2004	1	200.45	202.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2004	2	209.12	208.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2004	3	220.30	218.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2004	4	222.97	222.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2005	1	230.76	232.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2005	2	234.93	234.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2005	3	238.91	237.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2005	4	237.73	236.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2006	1	237.10	239.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2006	2	240.79	239.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2006	3	237.36	236.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2006	4	236.92	235.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2007	1	228.21	230.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2007	2	229.80	228.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2007	3	226.28	225.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2007	4	223.76	222.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2008	1	214.03	216.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2008	2	211.68	210.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2008	3	203.20	202.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2008	4	199.53	197.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2009	1	201.31	203.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2009	2	193.80	192.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2009	3	196.11	195.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2009	4	195.55	193.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2010	1	185.54	187.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2010	2	189.35	188.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2010	3	189.37	188.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2010	4	188.34	186.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2011	1	181.93	183.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2011	2	178.87	178.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2011	3	177.87	177.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2011	4	177.86	176.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2012	1	176.57	178.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2012	2	177.46	177.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2012	3	177.00	176.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2012	4	180.43	178.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2013	1	176.41	178.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2013	2	183.48	183.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2013	3	188.07	187.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI	2013	4	182.46	180.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SC	1991	1	100.00	100.00	
SC	1991	2	100.84	100.84	
SC	1991	3	101.89	101.36	
SC	1991	4	102.34	101.95	
SC	1992	1	102.82	102.81	
SC	1992	2	103.43	103.40	
SC	1992	3	104.86	104.33	
SC	1992	4	105.77	105.42	
SC	1993	1	105.42	105.36	
SC	1993	2	105.73	105.65	
SC	1993	3	107.76	107.25	
SC	1993	4	108.40	108.10	
SC	1994	1	109.15	109.04	
SC	1994	2	110.61	110.48	
SC	1994	3	110.99	110.49	
SC	1994	4	111.67	111.43	
SC	1995	1	113.22	113.08	
SC	1995	2	114.02	113.79	
SC	1995	3	115.21	114.76	
SC	1995	4	114.66	114.45	
SC	1996	1	117.08	116.95	
SC	1996	2	118.52	118.19	
SC	1996	3	119.19	118.74	
SC	1996	4	122.16	121.97	
SC	1997	1	122.23	122.17	
SC	1997	2	122.99	122.52	
SC	1997	3	123.89	123.43	
SC	1997	4	125.35	125.18	
SC	1998	1	126.51	126.53	
SC	1998	2	128.79	128.20	
SC	1998	3	130.41	129.88	
SC	1998	4	131.95	131.86	
SC	1999	1	133.20	133.26	
SC	1999	2	136.58	135.87	
SC	1999	3	138.38	137.80	
SC	1999	4	139.09	139.08	
SC	2000	1	140.55	140.62	
SC	2000	2	143.87	143.10	
SC	2000	3	144.63	143.95	
SC	2000	4	144.92	145.02	
SC	2001	1	146.83	146.83	
SC	2001	2	148.62	147.87	
SC	2001	3	149.83	149.08	
SC	2001	4	149.71	149.83	
SC	2002	1	152.31	152.26	
SC	2002	2	153.09	152.41	
SC	2002	3	154.57	153.78	
SC	2002	4	155.75	155.83	
SC	2003	1	155.77	155.68	
SC	2003	2	158.36	157.72	
SC	2003	3	160.12	159.38	
SC	2003	4	160.53	160.43	
SC	2004	1	163.64	163.67	
SC	2004	2	165.60	164.86	
SC	2004	3	169.59	168.88	
SC	2004	4	170.98	170.83	
SC	2005	1	173.08	173.17	
SC	2005	2	177.37	176.46	
SC	2005	3	180.79	180.06	
SC	2005	4	185.78	185.71	
SC	2006	1	187.96	188.08	
SC	2006	2	192.51	191.39	
SC	2006	3	193.79	192.97	
SC	2006	4	197.24	197.37	
SC	2007	1	198.27	198.37	
SC	2007	2	202.33	201.06	
SC	2007	3	202.67	201.74	
SC	2007	4	200.09	200.23	
SC	2008	1	202.26	202.62	
SC	2008	2	201.18	199.82	
SC	2008	3	197.98	196.89	
SC	2008	4	190.91	190.93	
SC	2009	1	193.58	194.43	
SC	2009	2	193.51	192.07	
SC	2009	3	193.06	191.65	
SC	2009	4	190.26	190.19	
SC	2010	1	186.41	187.88	
SC	2010	2	184.80	183.29	
SC	2010	3	179.81	178.02	
SC	2010	4	181.44	181.40	
SC	2011	1	169.41	171.35	
SC	2011	2	173.05	171.46	
SC	2011	3	175.01	172.72	
SC	2011	4	177.70	177.88	
SC	2012	1	171.81	174.28	
SC	2012	2	180.04	178.22	
SC	2012	3	180.88	177.94	
SC	2012	4	176.59	177.15	
SC	2013	1	178.69	181.55	
SC	2013	2	186.70	184.66	
SC	2013	3	192.34	188.70	
SC	2013	4	187.91	188.98	
SD	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1991	2	103.58	102.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1991	3	103.47	103.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1991	4	102.52	102.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1992	1	107.50	107.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1992	2	107.75	106.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1992	3	110.11	109.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1992	4	111.54	111.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1993	1	113.22	113.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1993	2	117.05	115.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	1993	3	118.11	117.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
